0,0,1.0541057586669922
7,0,1.0478178262710571
14,0,1.050743818283081
21,0,1.2054755687713623
0,1,1.0668973922729492
28,0,1.2106914520263672
7,1,1.0799001455307007
35,0,0.8305180668830872
42,0,2.6968178749084473
14,1,1.051268219947815
21,1,0.9839649796485901
28,1,0.7465208768844604
49,0,0.882423996925354
56,0,0.8382219076156616
0,2,1.0601694583892822
63,0,0.8427044153213501
7,2,0.8882496356964111
70,0,1.171416997909546
21,2,7.117513656616211
42,1,13.08642292022705
14,2,0.7838232517242432
35,1,1.2517774105072021
28,2,0.9340403079986572
77,0,1.1140828132629395
84,0,0.8930568695068359
56,1,0.7091017961502075
49,1,0.754717230796814
91,0,1.054457187652588
0,3,0.9476017951965332
28,3,1.6129090785980225
70,1,5.663043022155762
21,3,0.9256073236465454
7,3,1.1853132247924805
42,2,1.115111231803894
63,1,1.088268756866455
14,3,1.2444806098937988
84,1,1.2974385023117065
77,1,0.8778079748153687
35,2,1.1908873319625854
98,0,0.9670422077178955
56,2,0.8281298875808716
28,4,1.7265431880950928
91,1,1.0376217365264893
70,2,1.064096212387085
49,2,0.7947818040847778
21,4,4.195064544677734
84,2,1.515920877456665
42,3,0.8117222785949707
14,4,1.2529823780059814
0,4,1.0672557353973389
7,4,0.7512305974960327
77,2,16.08157730102539
63,2,0.7376503944396973
28,5,0.9343506097793579
35,3,1.2593622207641602
98,1,14.324758529663086
56,3,0.9048740267753601
70,3,1.7187048196792603
21,5,34.980079650878906
84,3,1.768723726272583
91,2,0.9401854872703552
49,3,0.8962181210517883
42,4,1.2203128337860107
14,5,1.0936660766601562
77,3,1.0832924842834473
28,6,1.5904760360717773
7,5,1.1802375316619873
0,5,0.8480770587921143
84,4,1.0318235158920288
63,3,0.7118561267852783
70,4,1.0490431785583496
98,2,1.2223562002182007
56,4,1.0765652656555176
21,6,0.9731239080429077
35,4,1.2371807098388672
91,3,1.0339367389678955
28,7,2.4057393074035645
42,5,1.3802781105041504
14,6,1.0796236991882324
77,4,0.9162492156028748
49,4,0.8949340581893921
84,5,10.657417297363281
7,6,1.2130533456802368
70,5,1.3685035705566406
0,6,0.9365547299385071
21,7,131.80252075195312
98,3,1.8711519241333008
56,5,1.1214594841003418
63,4,0.8275995254516602
28,8,3.1242434978485107
35,5,1.25040602684021
91,4,0.9970463514328003
84,6,0.9558855891227722
42,6,1.12079918384552
14,7,1.0959315299987793
77,5,0.8813266754150391
70,6,1.1368780136108398
21,8,6.63873291015625
49,5,0.8782497644424438
7,7,0.9576408267021179
98,4,1.086822748184204
56,6,0.9379509687423706
28,9,13.713622093200684
0,7,0.7582672238349915
84,7,0.8332515358924866
63,5,0.6948086619377136
91,5,1.1572983264923096
14,8,1.4137144088745117
42,7,2.0104916095733643
77,6,1.051361083984375
